seed,trained,evaluated,crashrate,mergerate,ego speed,road speed
21, 12, 30, 0.023333333333333334, 0.9666666666666667, 22.764120290114615, 21.140609591896315
21, 20, 30, 0.08, 0.92, 20.94669771005755, 21.063150705279384
21, 30, 30, 0.04666666666666667, 0.9466666666666667, 20.419571295871947, 21.078932188711907
42, No Interference, 30, 0.15333333333333332, 0.7433333333333333, 12.714855612096985, 20.29964017668713
42, 3, 30, 0.07333333333333333, 0.8966666666666666, 20.73583219534591, 20.776400991970714
42, 5, 30, 0.056666666666666664, 0.9366666666666666, 22.398994578247226, 21.155052450389157
42, 12, 30, 0.03666666666666667, 0.95, 22.90431267065578, 21.179664088484046
42, 20, 30, 0.07333333333333333, 0.9233333333333333, 20.930584680149373, 21.079280739019307
42, 30, 30, 0.06666666666666667, 0.9333333333333333, 20.391724029905987, 21.07455952983785
112, No Interference, 30, 0.16333333333333333, 0.7233333333333334, 13.042341024469753, 20.22826327916234
112, 3, 30, 0.06666666666666667, 0.9166666666666666, 21.20998036175691, 21.153431839531514
112, 5, 30, 0.056666666666666664, 0.9066666666666666, 22.198076612043373, 21.19171727922484
112, 12, 30, 0.04, 0.9433333333333334, 22.8419450622727, 21.134418017783506
112, 20, 30, 0.043333333333333335, 0.9466666666666667, 21.1937078724146, 21.0881863764586
