rl_loss/qf1_loss,rl_loss/qf2_loss,rl_loss/policy_loss,rl_loss/policy_entropy,rl_loss/alpha,z/env_steps,z/rollouts,z/rl_steps,metrics/total_steps_eval,metrics/return_eval_total,metrics/success_rate_eval,z/time_cost,z/fps
23.4245,22.3709,-42.3383,1.1402,0.8766,,,,,,,,
,,,,,2118072,23808,379856,79.6,85.4687,0.0,42004,61.4829
29.5552,33.4579,-42.4993,1.1221,0.8747,,,,,,,,
20.3843,21.8208,-42.5618,1.1255,0.875,,,,,,,,
22.097,20.6877,-42.7773,1.1503,0.8741,,,,,,,,
21.3275,19.1712,-42.3268,1.1433,0.8692,,,,,,,,
21.5121,20.9869,-42.8845,1.1085,0.8669,,,,,,,,
24.3549,23.4144,-42.8203,1.0986,0.8707,,,,,,,,
,,,,,2118578,23814,379952,77.0,75.0873,0.0,42012,58.8104
38.1882,35.6423,-42.3857,1.1503,0.8742,,,,,,,,
20.6467,21.8847,-42.7373,1.1602,0.87,,,,,,,,
28.4724,28.6028,-41.9859,1.154,0.8632,,,,,,,,
24.9947,22.8805,-43.2816,1.1347,0.8571,,,,,,,,
28.8886,30.0183,-42.4719,1.1193,0.8555,,,,,,,,
,,,,,2119005,23819,380032,88.1,85.5823,0.0,42022,45.7635
20.7075,19.4261,-42.8175,1.1038,0.857,,,,,,,,
28.5507,30.4937,-41.7904,1.1046,0.8616,,,,,,,,
24.2945,22.5109,-42.4423,1.1285,0.8659,,,,,,,,
23.011,25.222,-42.7865,1.1437,0.8655,,,,,,,,
23.325,22.187,-42.7337,1.149,0.8622,,,,,,,,
21.759,22.9451,-42.7854,1.1281,0.8581,,,,,,,,
19.2591,19.1364,-42.7995,1.1159,0.8574,,,,,,,,
,,,,,2119575,23826,380144,83.7,75.2042,0.0,42031,59.5613
25.5329,24.5544,-42.2684,1.1261,0.8591,,,,,,,,
26.8144,26.3613,-43.5864,1.1525,0.8581,,,,,,,,
25.8492,27.1913,-42.2789,1.1344,0.854,,,,,,,,
24.3656,25.0389,-42.8879,1.106,0.853,,,,,,,,
24.2222,22.4041,-42.2695,1.124,0.8555,,,,,,,,
,,,,,2120015,23831,380224,85.0,86.0543,0.0,42040,52.9168
30.2915,28.7262,-43.0278,1.139,0.8558,,,,,,,,
25.1146,19.2521,-42.8405,1.1492,0.8537,,,,,,,,
18.3612,20.8087,-43.2214,1.1443,0.8493,,,,,,,,
22.003,26.116,-42.6456,1.1473,0.8451,,,,,,,,
21.7303,20.0091,-42.729,1.1477,0.8404,,,,,,,,
20.7843,17.4678,-43.183,1.1191,0.8372,,,,,,,,
,,,,,2120541,23837,380320,77.4,59.4307,0.0,42049,58.3306
27.2461,24.8119,-42.8559,1.1125,0.8374,,,,,,,,
22.4835,19.5071,-42.7499,1.1053,0.8405,,,,,,,,
16.7078,16.9203,-42.3662,1.1065,0.845,,,,,,,,
19.4519,17.7399,-42.8649,1.1144,0.8493,,,,,,,,
19.8694,20.5364,-42.9477,1.1212,0.8521,,,,,,,,
36.4275,33.9418,-42.7599,1.1145,0.8537,,,,,,,,
,,,,,2121062,23843,380416,83.65,94.1687,0.0,42058,55.4385
27.3206,21.1019,-42.8818,1.0921,0.8576,,,,,,,,
22.8254,22.7174,-42.5808,1.1127,0.8639,,,,,,,,
26.6389,25.3391,-41.9043,1.097,0.8689,,,,,,,,
18.6445,19.4518,-42.5965,1.1075,0.8745,,,,,,,,
22.2855,22.0218,-42.169,1.1427,0.8787,,,,,,,,
,,,,,2121520,23848,380496,82.3,74.0849,0.0,42067,53.5813
21.1307,21.105,-42.8622,1.1313,0.8764,,,,,,,,
62.2794,60.3711,-42.4943,1.1217,0.8747,,,,,,,,
28.7897,34.2537,-42.4819,1.1215,0.8756,,,,,,,,
17.2402,20.459,-43.2408,1.1491,0.8758,,,,,,,,
20.4233,19.6324,-42.5763,1.1459,0.872,,,,,,,,
26.927,28.2139,-42.5441,1.1525,0.8671,,,,,,,,
18.8166,17.093,-43.5861,1.1419,0.8616,,,,,,,,
,,,,,2122115,23855,380608,80.0,93.2641,0.0,42076,63.4787
27.5606,25.8373,-42.5616,1.1271,0.8581,,,,,,,,
20.4153,21.5444,-42.4063,1.117,0.8577,,,,,,,,
16.989,17.3427,-42.7377,1.1307,0.8587,,,,,,,,
18.5792,18.8402,-43.2762,1.1411,0.8577,,,,,,,,
22.0508,26.2343,-42.6082,1.128,0.8553,,,,,,,,
,,,,,2122521,23860,380688,83.6,90.6201,0.0,42085,44.9441
22.2465,20.5574,-42.5151,1.108,0.8558,,,,,,,,
34.098,31.5653,-42.2255,1.0957,0.8604,,,,,,,,
19.4867,18.8975,-42.959,1.1171,0.8655,,,,,,,,
40.436,23.6762,-42.4225,1.1399,0.8672,,,,,,,,
30.0961,35.534,-43.3012,1.1406,0.8648,,,,,,,,
,,,,,2123016,23865,380768,83.95,74.7134,0.0,42094,54.3649
34.0707,34.8868,-42.5216,1.1118,0.8629,,,,,,,,
23.781,26.2313,-42.7303,1.1037,0.8656,,,,,,,,
21.3946,21.4061,-42.9959,1.066,0.8732,,,,,,,,
18.8822,17.3985,-42.3786,1.1217,0.8843,,,,,,,,
30.6462,30.1328,-42.736,1.1441,0.8857,,,,,,,,
27.3645,28.3277,-42.5625,1.1295,0.883,,,,,,,,
34.1427,30.0608,-42.9416,1.1123,0.8833,,,,,,,,
,,,,,2123597,23872,380880,80.9,87.1715,0.0,42103,63.3992
25.1559,23.5092,-42.9046,1.1547,0.884,,,,,,,,
22.5294,19.9142,-42.4837,1.1493,0.879,,,,,,,,
19.301,17.5642,-42.4171,1.1476,0.8735,,,,,,,,
34.9211,36.7222,-42.4843,1.1264,0.8697,,,,,,,,
21.9458,22.1015,-42.7629,1.1094,0.8693,,,,,,,,
,,,,,2124047,23877,380960,72.65,46.665,0.0,42111,55.3903
22.018,21.6019,-42.3739,1.1243,0.8721,,,,,,,,
40.3026,36.4996,-42.8644,1.1059,0.8737,,,,,,,,
22.0409,20.8284,-43.122,1.091,0.8784,,,,,,,,
30.1773,31.8249,-42.8311,1.1017,0.8866,,,,,,,,
30.2994,37.2753,-42.7269,1.1213,0.8922,,,,,,,,
20.8503,20.9044,-42.6173,1.1512,0.8923,,,,,,,,
,,,,,2124508,23883,381056,78.55,80.2272,0.0,42120,51.6951
19.845,23.2715,-43.1152,1.1305,0.8884,,,,,,,,
37.1914,41.6888,-42.7223,1.1382,0.8868,,,,,,,,
60.479,62.0773,-42.3827,1.1325,0.8847,,,,,,,,
28.173,31.3082,-42.6335,1.1127,0.8834,,,,,,,,
18.4755,20.1835,-42.4702,1.1223,0.8855,,,,,,,,
16.6618,17.207,-43.2304,1.1421,0.8861,,,,,,,,
27.7147,27.6505,-41.7962,1.1264,0.8837,,,,,,,,
,,,,,2125065,23890,381168,82.75,76.9166,0.0,42130,57.6211
20.5796,19.1277,-43.3694,1.1319,0.8828,,,,,,,,
42.9434,44.3234,-42.8705,1.1153,0.8826,,,,,,,,
18.5829,16.532,-42.9324,1.1087,0.8855,,,,,,,,
24.0561,24.6245,-42.2655,1.1211,0.8891,,,,,,,,
37.3657,32.3899,-42.6859,1.1458,0.8898,,,,,,,,
48.1585,50.6949,-42.5012,1.1484,0.8857,,,,,,,,
,,,,,2125575,23896,381264,76.6,67.6025,0.0,42138,60.9359
23.5661,27.7376,-43.0562,1.1288,0.8811,,,,,,,,
19.8455,20.0873,-42.8809,1.1166,0.8806,,,,,,,,
21.7128,19.1447,-42.6777,1.1397,0.8814,,,,,,,,
20.6215,20.1587,-42.6145,1.1388,0.8787,,,,,,,,
28.0189,29.625,-42.317,1.1248,0.8764,,,,,,,,
41.5332,41.2931,-42.7534,1.1282,0.8768,,,,,,,,
,,,,,2126018,23902,381360,74.75,33.1648,0.0,42147,51.6989
22.2424,21.1056,-42.6097,1.1413,0.8757,,,,,,,,
26.6296,17.1613,-43.1944,1.1326,0.8726,,,,,,,,
23.3638,21.3346,-43.1728,1.1312,0.8707,,,,,,,,
40.0556,40.7035,-42.145,1.1311,0.8696,,,,,,,,
27.211,19.4278,-43.2365,1.1326,0.8682,,,,,,,,
36.4343,35.8845,-43.3872,1.1358,0.8666,,,,,,,,
,,,,,2126576,23908,381456,88.4,86.5618,0.0,42157,56.3428
20.0007,20.5998,-43.0367,1.1599,0.8634,,,,,,,,
32.6784,23.6408,-43.1259,1.1437,0.8567,,,,,,,,
24.1901,23.3146,-42.5333,1.0982,0.8536,,,,,,,,
20.8598,20.249,-42.8752,1.0888,0.8596,,,,,,,,
19.4359,18.4279,-42.6938,1.1303,0.8659,,,,,,,,
24.993,27.9113,-42.1924,1.1297,0.8664,,,,,,,,
,,,,,2127078,23914,381552,80.25,89.7092,0.0,42165,58.9112
28.9361,27.3222,-42.783,1.1264,0.8665,,,,,,,,
45.9752,47.6766,-42.1836,1.1304,0.8665,,,,,,,,
26.441,24.3838,-42.4681,1.1167,0.8659,,,,,,,,
32.976,30.4596,-42.1878,1.0946,0.8697,,,,,,,,
26.2421,23.2042,-42.8867,1.1253,0.8746,,,,,,,,
21.5816,22.0762,-42.9908,1.1282,0.8755,,,,,,,,
,,,,,2127532,23920,381648,84.95,76.6568,0.0,42174,51.7249
21.7194,21.1498,-43.2875,1.1444,0.8753,,,,,,,,
17.9243,18.1962,-42.973,1.1305,0.8724,,,,,,,,
21.8252,19.7559,-43.0793,1.1226,0.8708,,,,,,,,
18.9516,20.8252,-42.5973,1.1177,0.8722,,,,,,,,
22.0158,20.9853,-43.0089,1.1099,0.8744,,,,,,,,
,,,,,2128043,23925,381728,79.15,82.1381,0.0,42183,57.2449
32.258,31.6558,-42.8157,1.1153,0.8779,,,,,,,,
18.4691,19.2048,-42.484,1.121,0.8813,,,,,,,,
24.0991,25.7284,-42.9136,1.1439,0.8813,,,,,,,,
27.857,25.1973,-42.4259,1.1272,0.8784,,,,,,,,
19.5405,20.6137,-42.8833,1.1352,0.8773,,,,,,,,
23.4421,25.3074,-42.7353,1.1287,0.8757,,,,,,,,
,,,,,2128546,23931,381824,81.05,83.6463,0.0,42192,55.2136
23.5123,32.0866,-42.4232,1.1368,0.8745,,,,,,,,
19.5753,19.648,-42.6436,1.1148,0.8731,,,,,,,,
25.0635,25.603,-43.0221,1.155,0.8736,,,,,,,,
24.5671,18.9631,-42.7376,1.1634,0.8674,,,,,,,,
45.2437,47.7248,-43.1025,1.1193,0.861,,,,,,,,
21.7681,20.9475,-43.231,1.1089,0.8616,,,,,,,,
,,,,,2129080,23937,381920,81.8,76.1236,0.0,42201,60.8856
20.4308,18.2546,-43.1352,1.0928,0.8656,,,,,,,,
37.1178,35.8557,-42.6673,1.0821,0.874,,,,,,,,
20.1933,18.9629,-42.7825,1.1078,0.8833,,,,,,,,
19.2977,21.4848,-42.9512,1.1098,0.8891,,,,,,,,
24.1623,25.6616,-42.2313,1.1136,0.8939,,,,,,,,
37.4657,42.0746,-42.7542,1.121,0.8962,,,,,,,,
,,,,,2129525,23943,382016,90.4,87.836,0.0,42211,45.6926
31.8133,29.7872,-42.5919,1.0735,0.9006,,,,,,,,
18.9167,21.5884,-42.5553,1.1081,0.9114,,,,,,,,
38.5019,36.1141,-42.1374,1.1418,0.9156,,,,,,,,
27.5157,28.1499,-42.5783,1.126,0.9143,,,,,,,,
48.1979,51.4545,-42.7204,1.1259,0.9136,,,,,,,,
29.4961,27.5277,-42.8223,1.128,0.9134,,,,,,,,
,,,,,2130021,23949,382112,88.05,85.1299,0.0,42220,50.7566
21.1318,22.1154,-43.1771,1.148,0.9126,,,,,,,,
41.8217,37.2449,-42.758,1.1353,0.9083,,,,,,,,
18.1207,18.7376,-43.2093,1.1458,0.9046,,,,,,,,
19.1295,20.447,-42.5192,1.1247,0.9015,,,,,,,,
19.6668,20.4988,-42.7424,1.1531,0.8994,,,,,,,,
31.2336,33.4444,-43.1295,1.1586,0.8936,,,,,,,,
,,,,,2130523,23955,382208,84.95,76.5708,0.0,42230,54.5728
17.555,19.5465,-43.419,1.1394,0.8865,,,,,,,,
20.1664,21.9088,-42.7762,1.1388,0.883,,,,,,,,
24.9862,23.305,-43.0191,1.1415,0.8794,,,,,,,,
20.4174,20.5494,-42.677,1.1357,0.876,,,,,,,,
21.9191,23.3528,-43.6891,1.1561,0.8732,,,,,,,,
19.8993,21.5192,-42.3955,1.1519,0.8667,,,,,,,,
,,,,,2131077,23961,382304,90.3,86.8072,0.0,42239,58.1049
21.0335,20.5346,-42.5782,1.1269,0.8613,,,,,,,,
18.6638,20.4261,-43.187,1.1337,0.8601,,,,,,,,
17.9958,16.9024,-43.4276,1.1327,0.8593,,,,,,,,
22.1619,22.6269,-42.6514,1.1524,0.8565,,,,,,,,
22.933,21.8664,-42.4489,1.1389,0.852,,,,,,,,
22.5175,19.3462,-43.1093,1.1348,0.849,,,,,,,,
,,,,,2131503,23967,382400,85.05,88.1031,0.0,42248,46.2593
24.4335,26.0557,-42.6654,1.149,0.8457,,,,,,,,
21.0039,19.8706,-43.1052,1.1289,0.842,,,,,,,,
22.8099,20.1378,-42.7167,1.1138,0.8417,,,,,,,,
35.9518,36.4143,-42.6612,1.1326,0.843,,,,,,,,
30.3391,28.2015,-43.2019,1.1145,0.8432,,,,,,,,
22.9651,21.4421,-43.1684,1.1036,0.8458,,,,,,,,
19.4398,19.7204,-42.7094,1.1159,0.8501,,,,,,,,
,,,,,2132086,23974,382512,73.2,74.7603,0.0,42258,62.7039
43.4431,32.324,-42.5849,1.143,0.8511,,,,,,,,
23.9209,22.6854,-42.2341,1.1448,0.8481,,,,,,,,
22.6474,30.2588,-42.7047,1.1452,0.8443,,,,,,,,
24.4628,20.1098,-43.0737,1.124,0.8412,,,,,,,,
22.0089,21.7956,-42.6764,1.1339,0.8406,,,,,,,,
,,,,,2132520,23979,382592,83.0,82.1306,0.0,42267,49.0934
26.1223,25.5848,-42.8078,1.1266,0.8398,,,,,,,,
22.0292,24.4807,-42.971,1.1265,0.8391,,,,,,,,
22.5638,19.9176,-42.5945,1.1069,0.8408,,,,,,,,
20.9645,23.5845,-43.0136,1.1302,0.8427,,,,,,,,
25.3249,27.7425,-42.9192,1.1258,0.8428,,,,,,,,
39.9898,43.2872,-42.8467,1.1131,0.8435,,,,,,,,
20.2475,18.2583,-42.5714,1.134,0.8451,,,,,,,,
,,,,,2133020,23986,382704,86.25,89.1433,0.0,42276,53.9919
26.0938,27.2108,-42.0408,1.1233,0.8454,,,,,,,,
24.1277,21.3076,-42.5392,1.089,0.8472,,,,,,,,
19.9796,19.1851,-42.8415,1.0971,0.8545,,,,,,,,
17.3801,16.9409,-43.2277,1.1252,0.8603,,,,,,,,
22.129,20.7581,-42.7306,1.1123,0.8626,,,,,,,,
20.2711,20.1693,-42.649,1.1264,0.8647,,,,,,,,
43.3137,45.445,-42.244,1.1234,0.8665,,,,,,,,
,,,,,2133542,23993,382816,78.4,76.5133,0.0,42285,56.7309
24.0657,22.5619,-42.3924,1.1524,0.8654,,,,,,,,
20.2293,22.1453,-42.4807,1.1353,0.8607,,,,,,,,
20.648,22.625,-42.7043,1.1294,0.8587,,,,,,,,
33.7318,36.1913,-42.7439,1.1479,0.8567,,,,,,,,
17.4075,17.3577,-42.7868,1.1311,0.853,,,,,,,,
43.2524,37.9266,-42.4945,1.105,0.8524,,,,,,,,
,,,,,2134091,23999,382912,75.25,80.7084,0.0,42294,60.5933
28.8105,26.631,-42.3904,1.1414,0.8548,,,,,,,,
27.0453,24.1351,-42.5327,1.1265,0.8525,,,,,,,,
44.648,40.2665,-42.8305,1.1236,0.8524,,,,,,,,
33.103,33.0063,-42.4356,1.1268,0.8531,,,,,,,,
23.4541,22.5201,-42.7051,1.1343,0.8529,,,,,,,,
19.1606,20.5481,-41.8949,1.157,0.85,,,,,,,,
,,,,,2134583,24005,383008,85.05,93.7429,0.0,42303,54.2002
20.1596,21.1189,-43.0721,1.143,0.8442,,,,,,,,
32.1857,32.5481,-42.6777,1.1399,0.8402,,,,,,,,
21.5532,30.7688,-42.9129,1.1434,0.8365,,,,,,,,
29.9199,28.016,-42.9781,1.1284,0.834,,,,,,,,
36.2206,33.3475,-42.4172,1.1384,0.8322,,,,,,,,
26.7802,25.0983,-43.0447,1.1241,0.8304,,,,,,,,
,,,,,2135076,24011,383104,91.6,87.4752,0.0,42313,51.6608
20.4121,19.5696,-42.5811,1.1002,0.8308,,,,,,,,
31.6478,32.372,-42.4208,1.0864,0.8362,,,,,,,,
34.4591,34.146,-42.9233,1.096,0.8447,,,,,,,,
24.1173,22.4674,-42.1129,1.1002,0.8525,,,,,,,,
19.7299,20.9618,-42.8506,1.1263,0.8581,,,,,,,,
19.1359,19.3549,-42.5782,1.1135,0.8601,,,,,,,,
35.9796,32.2987,-42.6265,1.1205,0.8625,,,,,,,,
,,,,,2135576,24018,383216,77.7,85.4453,0.0,42322,53.4083
30.3964,26.8743,-42.9377,1.1326,0.8644,,,,,,,,
38.4021,29.5525,-42.5878,1.1485,0.8627,,,,,,,,
25.3682,24.6028,-42.3191,1.1399,0.8578,,,,,,,,
31.537,33.9091,-42.4569,1.1235,0.855,,,,,,,,
19.2362,19.0265,-42.9968,1.1293,0.8547,,,,,,,,
,,,,,2136002,24023,383296,74.9,62.7002,0.0,42330,52.7659
16.4894,16.8151,-42.4424,1.1277,0.8547,,,,,,,,
20.5286,20.9643,-42.7118,1.1057,0.8549,,,,,,,,
24.1253,26.6919,-42.5744,1.0777,0.861,,,,,,,,
24.1563,26.0965,-41.7355,1.1195,0.8693,,,,,,,,
33.587,31.8887,-43.1066,1.0928,0.8746,,,,,,,,
28.8082,22.155,-42.8172,1.1245,0.8809,,,,,,,,
23.3557,27.5852,-42.4004,1.1503,0.8812,,,,,,,,
,,,,,2136524,24030,383408,77.9,88.5721,0.0,42338,62.3636
63.657,63.7887,-42.5971,1.1552,0.8757,,,,,,,,
20.2729,20.4471,-42.4598,1.1604,0.8689,,,,,,,,
20.5367,18.8632,-42.8358,1.1193,0.8633,,,,,,,,
23.5117,21.7252,-42.8281,1.1184,0.8632,,,,,,,,
29.8754,29.8445,-42.351,1.1176,0.8649,,,,,,,,
23.9138,21.5396,-42.6239,1.0829,0.8688,,,,,,,,
,,,,,2137035,24036,383504,77.55,69.2878,0.0,42347,57.2733
17.0192,15.9359,-43.126,1.0739,0.8783,,,,,,,,
38.8743,41.5872,-42.1557,1.1097,0.8892,,,,,,,,
25.607,22.6632,-43.1507,1.1317,0.8937,,,,,,,,
52.857,51.8758,-42.6692,1.1256,0.8936,,,,,,,,
24.8807,24.0066,-43.151,1.1446,0.8933,,,,,,,,
20.8703,29.7697,-42.9509,1.1571,0.8893,,,,,,,,
,,,,,2137567,24042,383600,81.3,74.5619,0.0,42357,56.4992
20.8017,23.1218,-42.7937,1.1657,0.8815,,,,,,,,
30.5606,29.1455,-42.7221,1.1438,0.8735,,,,,,,,
21.3723,19.4273,-42.4263,1.1443,0.8684,,,,,,,,
25.2518,26.1595,-42.4747,1.1359,0.8642,,,,,,,,
28.1766,28.8309,-42.3434,1.1126,0.8626,,,,,,,,
25.0302,22.8872,-42.3692,1.0971,0.8654,,,,,,,,
,,,,,2138091,24048,383696,83.75,91.5926,0.0,42366,54.677
35.7484,36.5885,-42.7292,1.0961,0.8729,,,,,,,,
35.4183,37.4906,-42.4367,1.1305,0.8784,,,,,,,,
22.8782,29.7138,-43.1314,1.1486,0.8774,,,,,,,,
30.6164,27.0423,-42.6004,1.1485,0.873,,,,,,,,
25.9235,24.6256,-43.0955,1.145,0.8681,,,,,,,,
,,,,,2138522,24053,383776,81.2,65.2538,0.0,42375,49.729
56.8677,57.1256,-42.144,1.1372,0.8637,,,,,,,,
21.9853,21.3513,-42.6485,1.0997,0.8628,,,,,,,,
24.9886,24.6264,-42.5764,1.0805,0.8685,,,,,,,,
27.6621,28.0423,-42.7766,1.0826,0.8779,,,,,,,,
20.2118,20.2862,-43.0583,1.1187,0.8865,,,,,,,,
21.1806,22.437,-43.0212,1.1427,0.8891,,,,,,,,
,,,,,2139094,24059,383872,88.5,81.919,0.0,42385,58.963
17.1457,17.5549,-43.0854,1.1543,0.8857,,,,,,,,
29.8482,31.3418,-42.3486,1.1411,0.8804,,,,,,,,
24.7113,27.6109,-42.5926,1.1408,0.8765,,,,,,,,
33.0408,33.3778,-41.6436,1.142,0.8735,,,,,,,,
19.5149,21.0036,-42.9463,1.1499,0.8695,,,,,,,,
,,,,,2139542,24064,383952,81.15,81.9215,0.0,42393,51.8884
30.8461,29.1652,-43.2007,1.1224,0.8647,,,,,,,,
18.3705,20.9756,-42.7253,1.1005,0.8655,,,,,,,,
41.3975,39.7953,-42.3281,1.0913,0.8715,,,,,,,,
28.7466,28.3638,-43.0432,1.1003,0.8789,,,,,,,,
23.8128,24.32,-42.5008,1.1258,0.8847,,,,,,,,
26.5428,22.6637,-42.1186,1.1445,0.8849,,,,,,,,
,,,,,2140007,24070,384048,89.45,71.0233,0.0,42403,47.7488
23.6682,22.3451,-43.2498,1.1407,0.8822,,,,,,,,
19.6068,18.4661,-42.9203,1.1465,0.8781,,,,,,,,
33.8599,30.5011,-42.2528,1.1213,0.8745,,,,,,,,
48.9871,48.0252,-42.7238,1.1132,0.8752,,,,,,,,
29.1423,30.8744,-42.7313,1.1069,0.878,,,,,,,,
53.6125,53.8461,-42.4105,1.1106,0.8818,,,,,,,,
24.7565,23.685,-42.7478,1.0673,0.8879,,,,,,,,
,,,,,2140562,24077,384160,88.5,87.853,0.0,42413,54.8449
35.3251,35.4571,-42.8323,1.1032,0.8996,,,,,,,,
24.3772,22.8839,-42.5654,1.164,0.9031,,,,,,,,
26.4928,31.6062,-42.6544,1.1708,0.8962,,,,,,,,
34.2098,35.7653,-42.9183,1.1267,0.8888,,,,,,,,
19.0669,20.0863,-42.8729,1.1317,0.8866,,,,,,,,
33.8063,30.7519,-42.9883,1.1578,0.8844,,,,,,,,
,,,,,2141051,24083,384256,81.85,83.2458,0.0,42422,55.0048
20.501,22.9701,-43.2263,1.15,0.8788,,,,,,,,
21.7935,26.5361,-42.4197,1.1378,0.8737,,,,,,,,
20.0128,23.1532,-42.8574,1.1445,0.8704,,,,,,,,
28.0054,22.3678,-42.8126,1.1366,0.8669,,,,,,,,
23.1952,24.0714,-42.6539,1.1301,0.8649,,,,,,,,
21.5856,21.8476,-42.636,1.1335,0.8634,,,,,,,,
,,,,,2141541,24089,384352,83.7,92.3593,0.0,42431,53.3981
19.0407,22.6507,-43.086,1.1394,0.8617,,,,,,,,
18.104,20.441,-43.1424,1.1475,0.8582,,,,,,,,
22.5272,26.0337,-43.1154,1.1701,0.8533,,,,,,,,
18.7541,19.6998,-42.8739,1.1592,0.8458,,,,,,,,
18.631,21.3571,-42.4919,1.1548,0.8383,,,,,,,,
18.6134,17.8511,-42.9211,1.1459,0.8325,,,,,,,,
,,,,,2142080,24095,384448,80.05,90.4792,0.0,42441,58.4554
22.2736,19.2274,-41.9507,1.1353,0.8286,,,,,,,,
20.3341,23.0405,-42.7628,1.1186,0.8273,,,,,,,,
21.5207,20.2461,-42.5529,1.13,0.8279,,,,,,,,
16.4638,16.9256,-42.9817,1.1241,0.8274,,,,,,,,
26.1696,21.8028,-42.5813,1.079,0.8302,,,,,,,,
,,,,,2142548,24100,384528,75.35,49.2331,0.0,42448,59.4567
17.8549,18.1907,-42.6955,1.1062,0.8372,,,,,,,,
20.373,20.6125,-42.3652,1.1138,0.8421,,,,,,,,
24.5506,23.9098,-42.3337,1.1419,0.8435,,,,,,,,
50.3471,29.8424,-42.4323,1.1607,0.8406,,,,,,,,
22.0104,27.0707,-42.1353,1.1434,0.835,,,,,,,,
22.3383,19.3371,-42.5058,1.112,0.8322,,,,,,,,
,,,,,2143034,24106,384624,83.85,74.2151,0.0,42458,52.3453
21.3739,22.0684,-43.0995,1.093,0.8348,,,,,,,,
19.5976,19.1013,-42.731,1.1009,0.8404,,,,,,,,
21.4583,19.0827,-43.0089,1.1025,0.8458,,,,,,,,
34.549,33.763,-43.0642,1.1158,0.8511,,,,,,,,
28.7175,24.7126,-42.5406,1.1398,0.8535,,,,,,,,
21.4875,18.3612,-42.8272,1.1511,0.8506,,,,,,,,
,,,,,2143545,24112,384720,87.2,88.8906,0.0,42468,51.8639
33.6895,32.3129,-42.4062,1.122,0.8469,,,,,,,,
20.9951,19.9026,-43.2289,1.1238,0.8468,,,,,,,,
17.0639,17.0295,-42.8942,1.114,0.8476,,,,,,,,
19.8625,20.8395,-42.4528,1.101,0.8507,,,,,,,,
19.877,21.6703,-42.5309,1.1258,0.8544,,,,,,,,
,,,,,2144004,24117,384800,90.0,82.5773,0.0,42477,47.9288
36.7206,35.1147,-42.2477,1.1348,0.855,,,,,,,,
22.3812,28.7956,-43.293,1.1009,0.8551,,,,,,,,
28.3933,29.0156,-42.3596,1.0829,0.86,,,,,,,,
31.5502,36.4532,-42.5888,1.0894,0.8691,,,,,,,,
22.5684,25.9259,-42.8286,1.1184,0.8766,,,,,,,,
27.5955,25.7599,-42.5834,1.138,0.8785,,,,,,,,
31.8585,32.9791,-42.7464,1.1484,0.8763,,,,,,,,
,,,,,2144547,24124,384912,80.3,76.9785,0.0,42486,62.7418
17.8565,18.7913,-42.2887,1.145,0.8724,,,,,,,,
23.7103,23.1584,-42.2852,1.1359,0.8687,,,,,,,,
16.4651,18.3014,-42.9084,1.1236,0.8665,,,,,,,,
20.5326,20.2897,-42.3635,1.1463,0.8655,,,,,,,,
36.7252,33.2225,-42.9946,1.1563,0.8612,,,,,,,,
20.363,22.3892,-42.4863,1.1344,0.8563,,,,,,,,
,,,,,2145050,24130,385008,85.95,72.4695,0.0,42496,50.9675
22.9979,24.8337,-42.1238,1.1326,0.8542,,,,,,,,
18.9091,18.4046,-42.8518,1.1136,0.8531,,,,,,,,
23.3621,24.6725,-42.826,1.0968,0.8562,,,,,,,,
29.516,28.7009,-42.5747,1.1194,0.8613,,,,,,,,
18.1159,19.8401,-43.5152,1.1329,0.8634,,,,,,,,
,,,,,2145590,24135,385088,80.85,81.8307,0.0,42505,58.2834
21.6364,26.6914,-43.1069,1.1415,0.8618,,,,,,,,
28.5678,28.8219,-42.7477,1.1142,0.8597,,,,,,,,
25.849,30.3684,-42.4126,1.1113,0.8615,,,,,,,,
20.8334,21.5178,-42.7104,1.1047,0.8649,,,,,,,,
25.3613,28.4405,-42.607,1.1179,0.8689,,,,,,,,
,,,,,2146058,24140,385168,79.0,90.8179,0.0,42513,56.6606
43.2729,43.4134,-42.6116,1.1422,0.8703,,,,,,,,
27.2747,23.2608,-43.2237,1.1309,0.8686,,,,,,,,
24.3658,24.8707,-42.785,1.1349,0.8675,,,,,,,,
19.1827,18.1844,-42.6893,1.1433,0.8658,,,,,,,,
29.1502,29.5793,-42.0418,1.1474,0.8618,,,,,,,,
,,,,,2146582,24145,385248,77.6,79.5809,0.0,42522,60.54
28.4211,27.3784,-42.93,1.1291,0.8578,,,,,,,,
28.1527,26.3074,-43.3079,1.1277,0.8559,,,,,,,,
25.1885,20.8144,-43.1905,1.1491,0.8553,,,,,,,,
16.5046,17.3363,-42.8284,1.1611,0.8502,,,,,,,,
,,,,,2147015,24149,385312,82.6,90.945,0.0,42531,48.5921
20.3338,21.8181,-43.2376,1.1316,0.8442,,,,,,,,
19.0514,19.1621,-43.2462,1.1259,0.8418,,,,,,,,
35.2624,35.1915,-42.5548,1.0902,0.8437,,,,,,,,
18.7339,17.0304,-42.3112,1.1185,0.8496,,,,,,,,
25.3726,27.1144,-42.5537,1.128,0.8513,,,,,,,,
25.3594,22.2693,-42.6886,1.1042,0.8524,,,,,,,,
,,,,,2147501,24155,385408,85.9,87.8507,0.0,42540,53.0876
22.2502,20.4003,-42.6602,1.0931,0.8573,,,,,,,,
